店铺ID,店铺名称,销售,收入,创建,发布
500329,河北知灼图书销售有限公司,480.9,336.63,0,0
500360,河南智评教育科技有限公司,136,95.2,0,10
500451,山东滨州教与学图书有限公司,7,4.9,0,0
500417,北京组合教育科技有限公司,0,0,0,0
500434,山东智慧翔文化传媒有限公司,0,0,0,0
500325,广州领航教育科技有限公司,0,0,0,0
500400,南昌博智文化传播有限公司,8,5.6,0,0
500628,北京引航者教育咨询有限公司,0,0,0,0
500441,陕西巨微图书文化传播有限公司,224.6,112.3,3,20
500414,河南世纪天成文化发展有限公司,0,0,0,0
500432,南京智业天成文化传播有限公司,0,0,0,0
500381,广州逆袭教育科技服务有限公司,0,0,0,0
500291,文科创新（北京）教育科技有限公司,0,0,0,0
500396,河北动力林图书贸易有限公司,0,0,0,0
500458,湖南高中生杂志社有限责任公司,0,0,0,0
500310,辽宁教育周报出版有限公司,0,0,0,0
500459,安徽优知教育咨询有限公司,0,0,0,0
500308,山东学智文化传媒有限公司,0,0,0,0
500650,陕西紫腾山文化传媒有限公司,0,0,0,0
500625,陕西腾跃教育科技有限公司,0,0,0,0
500420,天津升学易徐师教育咨询中心,0,0,0,0
500436,北京明师国际教育科技有限公司,0,0,0,0
500340,北京龙凤传承国际教育科技有限公司,0,0,0,0
500664,佳木斯市助力电子商务有限公司,0,0,0,0
500566,山东金榜苑文化传媒有限责任公司,14270.81,9988.93,0,0
500553,山东中联翰元教育科技有限公司,2862.6,1431.3,71,801
500174,山东强联文化传媒有限公司,565.4,962.58,0,0
500489,山东本真图书有限公司,412.5,792.58,0,0
500253,郑州天勤图书有限责任公司,1416.5,1050,0,0
800001,新蕾出版社（天津）有限公司,0,0,0,0
500531,河北三品图书有限公司,3,2.1,0,0
500501,泽尚阳光北京教育科技有限公司,9,6.3,0,0
500495,正定思立方文化传播有限公司,0,0,0,0
500491,北京金榜园教育科技有限公司,0,0,0,0
800008,浙江摄影出版社有限公司,0,0,0,0
500407,成都全德文化传播有限公司,0,0,0,0
500541,山东金考案教育科技有限公司,0,0,0,0
500508,济南东和文化科技有限公司,0,0,0,0
500251,北京京体大文化发展有限公司,0,0,0,0
500567,包头市绿叶风科教文化有限公司,0,0,0,0
500683,贵州用心育才教育信息咨询有限公司,0,0,0,0
500565,北京天才推手教育科技有限公司,0,0,0,0
500507,山东育博苑文化传媒有限公司,11399.18,8449.59,132,1444
500538,安徽木牍教育图书有限公司,7011.68,4926.37,23,867
500572,山东金太阳教育集团有限公司,1893.6,1345.3,0,0
500479,山东智乐星教育科技股份有限公司,1080.2,775.92,0,0
500499,湖北智慧万羽文化传媒有限公司,3022.14,2115.49,0,0
500570,山东百川数字科技有限公司,218.1,109.05,0,0
500464,山东文丰苑图书有限公司,1027.1,718.97,0,0
500488,山东旭阳教育科技有限公司,117.8,82.46,0,0
500536,太原市晋文源图书有限公司,0,0,0,0
500504,一川教育,19.9,13.93,0,0
500473,北京明信弘德文化发展有限公司,0,0,0,0
500534,北京时代圣哲教育科技有限公司,1880.5,1326.6,5,162
500311,南京缘溪行文化传播有限公司,0,0,0,0
500468,广州思脉图书发行有限公司,0,0,0,0
500185,保定市三合图书销售有限公司,0,0,0,0
500469,黑龙江学与考教育信息咨询有限公司,0,0,0,0
500560,河北华翰书业有限公司,2,1,0,0
500512,北京阅来阅好图书有限公司,0,0,0,0
500558,连云港翰秦信息技术有限公司,0,0,0,0
500462,武汉沃德丰教育科技有限公司,2,1.4,0,0
500557,广州卓品文化传播有限公司,0,0,0,0
500476,晋中市乐学文化咨询有限责任公司,0,0,0,0
500511,忻州市青果教育咨询有限公司,0,0,0,0
500461,北京志高行远教育科技有限公司,0,0,0,0
800033,浙江大学出版社有限责任公司,0,0,0,0
500555,贵州艺和教联文化有限公司,0,0,0,0
500548,北京书诚汇发文化发展有限公司,0,0,0,0
500481,西安九宗数码科技有限公司,0,0,0,0
500470,福清智高点教育培训学校有限公司,0,0,0,0
500498,河北天智达图书有限公司,0,0,0,0
500533,《学习报》社有限责任公司,0,0,0,0
500510,北京历说教育科技有限公司,0,0,0,0
500493,中视天之聪教育科技（北京）有限公司,0,0,0,0
500551,河南开祥文化传播有限公司,0,0,0,0
500133,重庆亚太图书出版发行有限公司,0,0,0,0
519731,鑫拓（广州）科技有限公司,1109.2,776.44,8,215
520221,梁山见山文化传播中心,5502.2,3851.54,44,2427
520991,郑州载望图书有限公司,143.8,100.66,0,0
520676,广州市昭阳博悦文化传播有限公司,1943.1,1360.17,49,1058
520482,云南自有文化传播有限公司,126,88.2,0,0
520481,武汉鑫南泓文化传媒有限公司,1339.04,937.31,21,102
521916,淄博汇智图书有限公司,294.2,225.19,0,0
522276,北京先知时代文化中心,0,0,0,0
